name,pick,season,ftm,fta,3fgm,3fga,rim_made,rim_miss,mid_made,mid_miss,dunks_made,dunks_miss,oreb,dreb,ast,stl,blks,pts,gp,height,rec_rank,mpg,age,tov,sos,team_strength,international,NCAA_possessions_est,NBA_minutes,NBA_seasons,NBA_impact,standard_error
Joshua Primo,12,2021,33,44,43,113,34,26,4,15,3,0,31,70,25,16,9,244,30,78,88.8,22.5,18.1,41,6.2,13.2,0,1268,1076,3,0.9,2.4
Dereck Lively II,12,2023,21,35,2,13,20,21,1,7,54,1,72,112,37,17,83,177,34,85,100,20.6,19,23,5.4,11.7,0,1143,2691,3,5.3,1.9
Markieff Morris,13,2011,103,153,25,59,81,37,42,62,47,3,103,213,53,30,43,518,38,82,76.6,24.4,21.4,78,6.1,18.9,0,1608,19352,14,-1.7,0.9
Ed Davis,13,2010,87,132,0,0,16,7,61,71,26,1,66,154,22,10,64,309,23,82,98.2,27.9,20.2,46,5.9,7.8,0,1198,13988,12,-1.8,1
Kelly Olynyk,13,2013,131,168,9,29,127,57,48,43,25,3,75,150,52,21,35,560,31,84,0,26.5,21.8,75,4.6,17.8,0,1308,19095,13,0.2,0.9
Kendall Marshall,13,2012,55,79,28,79,35,18,42,51,0,0,6,88,351,43,6,293,36,76,94.8,33,20.4,101,5.5,16.6,0,2142,3068,4,-1.8,1.8
Zach LaVine,13,2014,47,68,48,128,30,35,28,40,21,4,18,76,66,33,6,349,37,77,90,24.4,18.9,42,5.2,12.8,0,1584,22605,12,-1.3,0.9
Devin Booker,13,2015,53,64,58,141,34,16,35,53,8,1,17,59,42,17,2,381,38,78,95.8,21.5,18.3,37,6.5,25.2,0,1298,26950,11,2.6,0.9
Donovan Mitchell,13,2017,87,108,80,226,55,48,37,64,9,4,37,128,93,70,17,529,34,75,94.4,32.3,20.4,56,8,15.9,0,1864,22787,9,2.8,1
Jerome Robinson,13,2018,146,176,81,198,86,58,71,90,12,1,18,108,116,30,5,727,35,77,38.6,36,20.9,96,5.5,5.7,0,2206,1739,4,-3,2.1
Tyler Herro,13,2019,87,93,60,169,52,27,70,80,4,1,15,151,92,41,12,519,37,77,92.8,32.6,19,60,7.7,16.3,0,2021,14319,7,-0.2,1.1
Kira Lewis Jr.,13,2020,105,131,56,154,111,86,33,60,6,0,26,122,162,56,18,573,31,75,92.4,37.6,18.8,110,5.2,6.5,0,2215,1758,4,-0.9,2.1
Chris Duarte,13,2021,64,79,61,144,49,26,36,31,14,1,20,101,68,50,21,445,26,78,52.8,34.1,23.6,59,5.7,9.7,1,1504,3206,4,-2.5,1.8
Jalen Duren,13,2022,65,104,0,1,41,35,30,53,70,6,86,150,37,24,61,347,29,83,99.4,25.3,18.2,65,5.6,10.2,0,1295,7478,4,3.4,1.5
Devin Carter,13,2024,130,174,84,223,92,63,17,42,26,0,33,253,120,58,32,652,33,75,83.2,35.3,21.8,89,6.2,7.1,0,1991,1115,2,-0.7,2.5
Gradey Dick,13,2023,76,89,83,206,47,38,29,58,15,1,40,145,60,52,9,507,36,80,96.2,32.7,19.2,45,8.2,12.9,0,2063,3913,3,-1.1,1.7
Derik Queen,13,2025,167,218,7,35,117,71,47,86,39,4,84,239,67,39,39,594,36,82,97.6,30.4,20.1,85,7.1,16.6,0,1918,2004,1,-0.2,2.2
Patrick Patterson,14,2010,90,130,24,69,71,24,50,77,65,5,116,167,36,27,51,544,38,81,98.2,33,21.3,41,5.8,16.6,0,2197,15935,11,-0.9,1
Marcus Morris,14,2011,148,215,26,76,83,31,100,98,31,2,99,191,62,32,24,654,38,81,77.6,28.3,21.4,67,6.1,18.9,0,1871,24053,13,-1.3,0.8
John Henson,14,2012,69,135,0,0,28,30,122,173,55,2,89,259,44,20,101,479,35,83,99.2,29.1,21.1,45,5.8,16.6,0,1834,8901,8,-4,1.3
Shabazz Muhammad,14,2013,128,180,40,106,55,43,82,144,24,2,87,80,27,23,4,572,32,78,99.8,30.8,20.2,51,6.3,8.5,0,1706,4780,5,-3.9,1.6
T.J. Warren,14,2014,156,226,31,116,155,59,120,166,37,0,113,137,40,63,21,871,35,80,95.6,35.4,20.4,83,5,5.6,0,2008,10571,9,-0.9,1.2
Denzel Valentine,14,2016,81,95,104,234,33,21,63,85,5,2,25,208,241,32,7,595,31,77,77.8,33,22.2,85,5.2,17.7,0,1702,4803,5,-2.2,1.6
Cameron Payne,14,2015,126,161,82,220,50,34,96,112,3,0,20,102,197,64,16,667,33,74,28.4,32.2,20.5,82,-0.9,8,0,1808,9665,11,-1.1,1.2
Bam Adebayo,14,2017,154,236,0,1,39,41,32,67,99,6,118,186,32,26,57,494,38,82,98.4,30.1,19.5,64,7.3,16.5,0,2113,22247,9,2,1
Michael Porter Jr.,14,2018,7,9,3,10,7,6,0,7,0,0,4,16,1,3,1,30,3,82,99.8,17.7,19.7,3,8.3,8.5,0,87,13944,7,0.5,1.2
Romeo Langford,14,2019,140,194,34,125,81,43,52,80,10,4,45,127,75,25,26,528,32,78,98.8,34.1,19.2,68,6.8,7.8,0,1852,2419,4,-2.1,1.9
Ochai Agbaji,14,2022,113,152,103,253,82,41,36,90,37,4,32,165,62,36,22,732,39,77,73.6,35.1,21.8,80,8.3,16.4,0,2369,5558,4,-2,1.5
Aaron Nesmith,14,2020,52,63,60,115,23,23,16,22,6,0,11,57,13,20,12,322,14,78,87.4,35.7,20.2,24,0.6,-0.8,0,878,8724,6,0,1.3
Moses Moody,14,2021,151,186,58,162,52,47,45,69,10,1,64,120,50,32,21,539,32,78,91.4,33.8,18.7,52,5.3,12.1,0,2030,6149,5,0,1.5
Jordan Hawkins,14,2023,125,141,109,281,40,36,24,51,9,4,36,104,47,26,19,598,37,77,90.2,29.4,20.8,50,6,17.4,0,1848,3182,3,-4.3,1.8
Carlton Carrington,14,2024,73,93,65,202,26,24,66,66,2,0,16,155,136,19,8,456,33,77,76.2,33.2,18.5,64,4.2,9.6,0,1831,4680,2,-2.2,1.8
Carter Bryant,14,2025,41,59,39,105,16,10,9,19,17,0,32,120,36,35,37,242,37,80,95.8,19.3,19.2,37,9.5,15.4,0,1260,798,1,0.7,2.6
Larry Sanders,15,2010,107,167,4,16,78,58,55,97,59,4,106,213,34,26,90,503,35,83,29.4,26.9,21.3,58,2,9.7,0,1594,4707,6,-2.1,1.6
Kawhi Leonard,15,2011,110,145,23,81,59,20,97,175,19,0,108,256,87,50,20,529,34,78,88.8,33,19.6,75,5.4,15.6,0,1781,30164,14,6.7,0.8
Adreian Payne,15,2014,109,138,44,104,36,26,60,86,38,4,48,177,41,15,28,509,31,82,95.8,28.1,22.9,63,6.4,14.2,0,1449,1385,4,-4.5,2.3
Maurice Harkless,15,2012,94,139,17,79,84,66,49,103,43,3,88,188,47,51,45,497,32,80,92.8,36.1,18.7,80,5.3,0.1,0,1939,14721,10,-1.8,1
Kelly Oubre Jr.,15,2015,79,110,34,95,31,24,28,47,17,5,41,138,28,41,13,333,36,79,98.8,21,19.2,43,9.3,13.4,0,1267,19760,11,-1.7,0.9
Corey Kispert,15,2021,86,98,91,207,89,32,20,38,9,0,30,129,58,29,14,595,32,79,79,31.8,21.9,42,4.4,19.7,0,1886,8562,5,-2.3,1.3
Troy Brown Jr.,15,2018,78,105,32,110,72,46,26,51,13,4,53,164,111,55,7,396,35,79,97.6,31.2,18.5,86,2.7,6.6,0,1892,6900,6,-1.4,1.3
Cole Anthony,15,2020,96,128,49,141,34,32,45,90,3,0,10,115,87,29,6,407,22,75,99.4,34.9,19.7,77,6.8,4.5,0,1351,8535,6,-0.9,1.3
Mark Williams,15,2022,56,77,0,1,75,43,20,26,96,5,101,190,34,20,109,438,39,84,94.8,23.6,20.1,36,5.5,14.7,0,1573,3881,4,-0.3,1.7
Kobe Bufkin,15,2023,73,86,43,121,74,38,44,69,12,1,25,124,96,43,23,462,33,76,91.4,34,19.3,64,5.9,7.8,0,1886,441,3,-1.9,2.8
Kel'el Ware,15,2024,85,134,17,40,54,36,54,68,63,5,63,233,45,18,56,478,30,84,98.2,32.1,19.7,47,6.6,3.5,0,1662,3175,2,1.3,1.9
Nikola Vucevic,16,2011,123,163,29,83,77,37,89,116,20,4,97,253,54,18,47,582,34,82,44,34.9,20.2,58,5.3,8.3,0,1906,32606,15,1.1,0.9
Luke Babbitt,16,2010,195,212,42,100,60,43,131,147,12,0,68,225,70,33,26,727,33,81,96.6,37.5,20.3,79,3.3,5.6,0,2176,5318,8,-2.5,1.5
Royce White,16,2012,102,205,4,12,83,46,42,98,46,1,85,231,170,40,32,456,34,80,95,31.5,20.8,130,6.1,9.8,0,1797,9,1,-0.7,3.2
Terry Rozier,16,2015,139,176,48,157,70,66,88,130,8,1,43,157,108,72,6,615,36,73,94.2,35,20.9,79,7.5,14.3,0,2048,19510,10,-2,1
Justin Patton,16,2017,43,83,8,14,93,35,27,50,67,1,57,154,40,29,49,440,34,84,83.2,25.3,19.6,59,5.7,11,0,1558,298,4,-1.7,2.8
Chuma Okeke,16,2019,65,90,54,139,69,38,20,44,24,2,103,150,71,67,45,444,37,80,90.8,29.1,20.4,63,7,14.9,0,1876,4039,5,-2.1,1.7
Zhaire Smith,16,2018,91,127,18,40,48,61,25,32,63,7,79,102,64,43,38,415,37,77,61.4,28.4,18.7,42,7,14,0,1787,150,2,1.1,3
Isaiah Stewart,16,2020,154,199,5,20,108,55,53,71,26,4,88,193,27,17,67,543,32,81,99.6,32.3,18.7,71,5.5,7.8,0,1807,8769,6,0.2,1.4
AJ Griffin,16,2022,42,53,71,159,34,14,33,46,8,2,30,123,38,20,22,405,39,78,96.8,24.3,18.5,25,5.5,14.7,0,1605,1566,2,1,2.2
Keyonte George,16,2023,119,150,77,228,35,26,40,79,3,1,33,104,91,37,6,506,33,76,98.8,28.7,19.2,95,6.8,11.6,0,1599,5867,3,-1.4,1.6
Jared McCain,16,2024,77,87,87,210,51,36,35,45,2,0,28,152,66,39,3,514,36,75,97.6,31.6,19.9,46,5.9,15.1,0,1905,1769,2,0.7,2.1
Tyler Zeller,17,2012,181,224,0,0,57,40,131,136,32,2,146,219,36,34,58,621,38,84,97,28.2,22,73,5.9,16.6,0,1928,7507,8,-2.5,1.3
Iman Shumpert,17,2011,141,175,42,151,60,29,56,115,19,6,54,130,108,85,6,537,31,77,95.6,32,20.6,72,4.5,4.7,0,1712,13140,10,0.4,1.1
James Young,17,2014,125,177,82,235,36,31,45,81,20,2,41,130,67,30,8,573,40,78,98.4,32.4,18.5,75,7.6,13.5,0,2136,860,4,-0.4,2.5
D.J. Wilson,17,2017,50,60,41,110,34,15,51,57,38,0,57,146,50,19,57,419,38,82,75.6,30.4,20.9,42,7.1,13.4,0,1840,1843,6,-2.5,2.1
Wade Baldwin IV,17,2016,155,194,41,101,50,53,31,67,13,2,13,119,172,40,11,466,33,75,74,30.4,19.8,91,6,11.8,0,1733,614,3,-2.6,2.6
Rashad Vaughn,17,2015,68,98,54,141,45,38,42,58,3,1,14,97,36,18,8,410,23,78,98.2,32.3,18.4,50,3.8,4.3,0,1210,1684,3,-2.2,2.2
Donte DiVincenzo,17,2018,76,107,85,212,62,39,31,36,10,0,46,144,139,42,8,537,40,77,75.4,29.3,21,79,6.8,19.5,0,2046,14418,8,0.6,1
Nickeil Alexander-Walker,17,2019,112,144,58,155,79,59,41,55,12,0,16,123,135,64,18,550,34,77,92.2,34.3,20.4,97,6.5,15.8,0,1876,11342,7,-0.5,1.1
Trey Murphy III,17,2021,38,41,52,120,10,13,11,13,23,1,15,70,30,20,11,282,25,81,0,29.6,20.6,19,4.4,10.9,0,1122,9591,5,0.2,1.3
Tari Eason,17,2022,151,188,28,78,90,75,25,49,47,1,75,143,33,65,38,559,33,80,75.4,24.4,20.7,72,6.1,12.8,0,1415,5359,4,1.9,1.6
Dalton Knecht,17,2024,157,204,93,234,93,80,49,87,29,5,28,148,65,25,23,778,36,78,0,30.6,22.8,61,7.4,15.7,0,1940,2013,2,-2.5,2.1
Jalen Hood-Schifino,17,2023,59,76,37,111,37,35,90,126,4,0,14,118,117,26,8,432,32,78,95.6,33.1,19.6,89,6.1,10.3,0,1799,423,2,-2.3,2.8
Chris Singleton,18,2011,84,126,35,95,28,29,42,69,19,3,58,133,33,55,41,367,28,81,96.8,29.1,21.1,61,3.9,10.3,0,1413,2577,3,-1.4,2
Eric Bledsoe,18,2010,82,123,49,128,66,38,21,47,6,0,19,95,107,52,12,419,37,73,86.6,30.3,19.3,112,6.1,16.6,0,1969,22071,12,1.1,0.9
Terrence Jones,18,2012,99,158,16,49,65,40,38,100,58,4,96,176,51,49,68,469,38,81,98.4,29.3,20.1,62,6.6,20.3,0,1851,6091,6,-2,1.4
Shane Larkin,18,2013,87,112,69,170,66,46,47,51,1,1,17,121,164,71,4,522,36,71,76.8,36.4,20.3,82,5.9,13.8,0,2095,4984,4,-3.2,1.6
Sam Dekker,18,2015,80,113,50,151,106,41,29,49,28,3,77,143,49,21,18,556,40,81,97.8,31,20.7,36,8,21,0,1834,3106,5,-0.9,1.8
Tyler Ennis,18,2014,114,149,30,85,66,55,51,102,2,0,27,88,188,72,6,440,34,74,95.6,35.7,19.4,58,5.4,12.3,0,1825,2319,4,-1.9,1.9
Henry Ellenson,18,2016,143,191,30,104,64,42,95,123,5,1,71,250,59,28,49,561,33,83,98.4,33.5,19,78,3.7,3.8,0,1998,795,5,-0.1,2.5
T.J. Leaf,18,2017,72,106,27,58,87,41,66,73,56,0,78,209,85,22,39,569,35,82,96.6,29.9,19.7,52,4,13.4,0,1935,1280,4,-0.8,2.3
Lonnie Walker IV,18,2018,48,65,56,162,47,40,17,39,12,1,13,70,61,30,15,368,32,77,97,27.8,19.1,37,5.5,9.4,0,1495,7166,7,-3.1,1.3
Jaime Jaquez Jr.,18,2023,104,135,33,104,126,89,85,120,17,2,95,209,87,57,22,659,37,79,82.6,33.2,21.9,67,5.6,16.8,0,2064,5765,3,-0.6,1.6
Tre Mann,18,2021,74,89,45,112,43,30,45,60,0,0,16,119,83,33,4,385,24,77,96,31.9,20,68,5.6,8.5,0,1351,4448,5,-2.1,1.6
Josh Green,18,2020,85,109,30,83,40,34,30,78,24,2,39,98,78,46,13,357,30,78,97.6,30.8,19.2,49,5.2,13.4,1,1635,7818,6,-0.2,1.3
Tristan da Silva,18,2024,86,103,64,162,62,49,55,56,16,0,32,140,82,39,19,544,34,81,0,34,22.7,61,4.6,10.3,1,1984,3396,2,-1,1.8
Dalen Terry,18,2022,39,53,28,77,51,31,14,32,22,2,43,136,145,46,12,297,37,79,90.6,27.8,19.6,51,4.5,16.3,0,1864,2444,4,-1.5,1.9
Walter Clayton Jr.,18,2025,126,144,117,303,76,47,36,56,6,0,14,130,163,46,20,713,39,75,0,32.6,21.9,94,9,20.3,0,2247,1448,1,-1.6,2.3
Andrew Nicholson,19,2012,128,165,23,53,76,39,88,93,33,3,83,186,33,21,63,591,32,81,10.6,30.1,22.1,80,2.8,7.1,0,1557,4056,5,-4.5,1.7
Avery Bradley,19,2010,36,66,42,112,33,40,70,97,14,2,33,65,71,44,18,396,34,74,99.4,29.5,19.3,52,6.6,14.6,0,1843,19246,12,-2,1
Tobias Harris,19,2011,128,170,23,76,74,46,67,116,21,2,67,180,44,24,29,521,34,80,99,29.2,18.5,62,7.3,7.5,0,1662,34547,15,0.3,0.7
Jerian Grant,19,2015,170,218,50,158,97,34,47,80,10,1,13,102,252,63,19,628,38,77,78,37.1,22.3,82,5.8,14.5,0,2239,5027,5,-2,1.6
Gary Harris,19,2014,115,142,81,230,43,39,49,73,22,0,37,103,94,63,15,586,35,76,96.4,32.3,19.4,60,7.9,14.2,0,1846,18348,12,-0.7,1
John Collins,19,2017,164,220,0,1,109,52,66,83,59,3,124,200,17,21,52,632,33,82,63.2,26.6,19.3,61,6.4,9.1,0,1568,16322,9,0.9,1
Malik Beasley,19,2016,104,128,55,142,64,40,43,79,23,2,44,136,51,32,6,529,34,77,92.4,29.8,19.2,59,5.6,7.9,0,1818,14550,9,-1.2,1
Kevin Huerter,19,2018,74,97,70,169,49,22,32,35,5,0,30,126,105,19,20,457,31,79,87.2,34.3,19.4,78,5.9,9.9,0,1769,15889,8,1.8,1
Saddiq Bey,19,2020,70,91,79,175,48,36,30,57,18,3,40,107,74,24,12,499,31,80,72.6,33.9,20.8,46,6.4,11.1,0,1767,11159,5,-0.4,1.2
Kai Jones,19,2021,51,74,13,34,15,17,9,18,46,4,51,75,16,22,24,230,26,83,89.8,22.8,20,36,6,10,1,1033,1062,3,-1,2.4
Jake LaRavia,19,2022,122,157,28,73,67,46,39,38,32,2,68,149,122,55,31,482,33,80,0,34.2,20.2,88,3.2,8.9,0,2002,4538,4,-0.1,1.6
Brandin Podziemski,19,2023,111,144,80,179,68,44,62,84,7,2,55,216,113,55,15,616,31,77,78.6,36,19.9,71,3,4.6,0,1979,6281,3,2.1,1.5
Ja'Kobe Walter,19,2024,145,183,74,214,29,27,34,65,4,1,46,106,49,36,8,493,34,77,98.4,32.3,19.4,46,7.9,13.3,0,1838,2582,2,0.9,2
James Anderson,20,2010,209,258,74,217,95,65,35,58,22,2,64,128,80,46,20,735,33,78,96,34.1,21.3,78,5.9,9.7,0,1930,4336,5,-2.9,1.6
Tony Snell,20,2013,86,102,64,164,23,23,49,72,8,2,14,78,101,29,17,438,35,79,19.6,31.2,21.2,72,5.7,10.8,0,1766,13570,9,-2.8,1.1
Caris LeVert,20,2016,52,66,27,60,27,12,12,30,9,0,9,67,69,13,3,229,14,79,52.4,31.1,21.3,22,1.2,9.5,0,718,16363,10,-0.6,1
Delon Wright,20,2015,152,182,26,73,84,47,34,64,17,1,33,135,173,71,33,494,34,77,0,33.3,22.8,66,5.7,17.7,0,1777,11811,10,0.8,1.1
Matisse Thybulle,20,2019,57,67,46,151,21,17,6,34,39,2,27,84,77,124,79,327,36,77,79.4,31,21.9,66,4.7,8.6,0,1874,8113,7,0.8,1.3
Josh Okogie,20,2018,133,162,38,100,52,58,27,66,16,1,54,96,59,42,23,437,24,76,63.8,36.4,19.4,61,6.9,2.1,0,1459,9399,8,-0.3,1.2
Harry Giles,20,2017,12,24,0,0,19,9,11,20,15,2,41,59,9,9,17,102,26,82,99.8,11.5,18.8,18,9.6,15.1,0,520,1938,4,-2.7,2
Precious Achiuwa,20,2020,112,187,13,40,101,78,21,77,47,5,93,241,30,34,58,489,31,81,97.2,30.4,20.3,87,3.7,8.3,0,1710,8381,6,-2.7,1.3
Jalen Johnson,20,2021,24,38,8,18,33,23,8,19,8,0,19,59,29,15,16,146,13,81,97.8,21.4,19.1,33,3.8,7.3,0,500,6844,5,0.6,1.5
Jaylon Tyson,20,2024,113,142,50,139,97,89,51,77,24,0,51,159,107,37,15,607,31,79,93.4,34.4,21.1,96,4.6,1.1,0,1858,2207,2,-0.4,2
Malaki Branham,20,2022,80,96,37,90,45,21,66,87,12,1,25,89,65,25,9,437,32,77,93,29.7,18.7,54,6.3,9.5,0,1535,3823,4,-2.4,1.7
Cam Whitmore,20,2023,45,64,37,108,47,36,10,23,28,3,21,117,19,37,9,326,26,79,97.4,27.3,18.6,42,5.7,6.8,0,1154,2055,3,0.3,2
Kasparas Jakucionis,20,2025,142,168,54,170,75,37,19,37,1,0,46,142,156,29,9,494,33,78,94,31.9,18.7,123,8.9,14.4,1,1883,951,1,2.7,2.5
Nolan Smith,21,2011,187,230,57,163,102,57,82,143,19,2,44,122,189,45,3,764,37,74,95.8,34,22.5,118,6.5,19.2,0,2203,834,2,-4.2,2.5
Craig Brackins,21,2010,117,154,27,87,18,13,112,189,35,3,67,206,69,25,38,528,32,82,94.2,35.1,21.3,68,6.5,6.4,0,1941,123,2,-2.4,3
Jared Sullinger,21,2012,175,228,16,40,102,54,94,132,16,1,116,224,46,43,39,647,37,81,99.4,30.4,19.9,71,8.2,20.4,0,1872,6603,5,1.3,1.4
Gorgui Dieng,21,2013,73,112,0,0,48,30,54,76,23,3,113,197,66,44,83,323,33,83,91.6,31.1,23.1,59,8.3,21.5,0,1674,12606,10,-2.1,1.1
Mitch McGary,21,2014,16,24,0,2,14,6,13,17,3,0,23,43,12,15,6,76,8,82,94.6,24.6,21.5,13,4.7,14.1,0,324,562,2,-1.1,2.7
Justin Anderson,21,2015,64,82,47,104,26,19,12,39,18,3,17,88,45,17,14,317,26,78,90.2,27.8,21.1,31,6,20.6,0,1064,3417,6,-3.1,1.7
Grayson Allen,21,2018,108,127,102,276,20,26,41,52,18,0,20,103,172,64,2,572,37,77,95,35.6,22.3,79,7.2,17.9,0,2317,12210,8,-1.4,1.1
DeAndre' Bembry,21,2016,117,178,34,128,110,53,66,111,29,1,51,228,161,51,30,627,36,78,56,37.2,21.6,73,3.5,9.2,0,2352,5629,6,-3.2,1.4
Brandon Clarke,21,2019,109,157,4,15,132,48,61,57,60,1,114,203,69,43,111,627,37,80,0,28.1,22.3,57,4.3,22.3,0,1850,6765,7,0.6,1.4
Tyrese Maxey,21,2020,100,120,33,113,64,35,46,83,7,3,12,121,97,27,12,433,31,75,98.2,34.5,19.2,67,4.6,10.7,0,1820,14030,6,1.7,1.2
Christian Braun,21,2022,99,135,51,132,97,73,33,57,27,0,56,205,111,39,33,564,40,78,74.2,34.4,20.8,81,8.4,16.4,0,2386,7790,4,-0.1,1.4
Keon Johnson,21,2021,71,101,13,48,38,34,45,62,15,5,28,66,67,30,11,304,27,77,96.6,25,18.9,71,5.7,10.7,0,1162,3100,4,-3.6,1.9
Noah Clowney,21,2023,72,111,34,120,50,28,12,13,27,3,75,210,30,21,34,352,36,82,85.4,25.4,18.5,46,7.7,17.5,0,1665,3196,3,-0.1,1.9
Yves Missi,21,2024,83,134,0,0,57,41,20,37,59,8,86,98,13,19,50,354,33,84,92.6,23,19.7,39,8.7,13.3,1,1262,3265,2,-2.3,1.8
Will Riley,21,2025,84,116,47,144,59,36,41,71,8,0,42,103,78,9,10,441,35,80,96.4,25.7,19,42,8.7,14.4,1,1616,1619,1,0.1,2.3
Kenneth Faried,22,2011,136,235,0,0,93,64,45,65,70,4,184,276,33,61,70,552,32,80,0,35.2,21.2,85,-1.1,4.1,0,1792,11938,8,0.4,1.2
Elliot Williams,22,2010,194,256,60,164,68,51,20,52,30,3,25,110,128,45,4,610,34,77,84.8,33.3,20.3,100,3.1,10.5,0,1893,1471,4,-4.5,2.2
Mason Plumlee,22,2013,173,254,0,0,86,50,52,89,83,9,99,260,70,36,52,615,36,82,94.8,34.7,22.9,103,7.9,17.2,0,2129,19802,13,-0.1,0.9
Fab Melo,22,2012,38,60,0,0,33,24,20,45,45,6,80,95,21,15,88,234,30,84,97.4,25.4,21.6,43,5.9,16.7,0,1248,37,1,-0.7,3.1
Jordan Adams,22,2014,158,189,52,146,93,38,63,92,0,0,67,125,84,95,5,626,36,77,87.4,30.1,19.5,54,5.1,12.8,0,1900,258,2,0.4,2.9
Bobby Portis,22,2015,115,156,14,30,117,51,87,142,32,4,133,188,42,39,50,629,36,82,96.8,29.9,20,56,5.3,10.4,0,1878,17599,11,-1.3,0.9
Chandler Hutchison,22,2018,158,216,43,123,89,47,41,91,26,3,26,204,104,45,8,599,30,79,77.8,31,21.7,101,2.1,8.3,0,1649,1842,4,-3.5,2.1
Malachi Richardson,22,2016,113,157,79,224,42,37,26,78,5,0,19,139,77,43,10,496,37,78,93.4,34.4,20.1,79,7.1,10.5,0,2061,627,3,-2.3,2.6
Jarrett Allen,22,2017,84,149,0,7,53,37,81,89,45,3,100,178,26,19,51,442,33,83,96.8,32.2,18.7,84,8.8,5.3,0,1820,18129,9,3.1,1.1
Grant Williams,22,2019,211,258,14,44,86,42,106,105,23,0,80,191,114,41,54,677,36,79,62,31.9,20.2,81,6.7,15.2,0,1986,10473,7,-1.2,1.2
Zeke Nnaji,22,2020,152,200,5,17,91,60,49,59,34,4,99,177,27,23,28,515,32,83,92.2,30.6,19,70,5.4,13.4,0,1714,3686,6,-2.1,1.7
Walker Kessler,22,2022,53,89,10,50,62,37,12,26,79,2,89,184,30,37,153,389,34,85,96,25.6,20.5,38,5.7,14,0,1541,5014,4,2.5,1.6
Isaiah Jackson,22,2021,63,90,0,2,32,24,19,35,23,2,53,112,18,19,65,211,25,82,94.4,20.6,19,38,7,6.3,0,908,3504,5,1.1,1.7
DaRon Holmes II,22,2024,206,289,32,83,69,46,45,82,71,3,55,226,86,31,68,672,33,82,91,32.4,21.4,74,4.5,10.2,0,1730,196,1,-0.5,3
Dariq Whitehead,22,2023,23,29,42,98,22,19,17,37,2,2,12,55,27,21,6,231,28,78,99.8,20.7,18.5,37,4.7,11.7,0,940,497,3,-0.8,2.9
Drake Powell,22,2025,35,54,36,95,39,20,17,28,10,2,26,99,40,26,25,275,37,78,97.8,25.6,19.4,27,7.6,11.1,0,1665,1363,1,-1.6,2.4
Trevor Booker,23,2010,101,171,9,34,106,49,40,95,33,4,89,179,81,43,45,486,32,79,49.8,30.8,22.3,62,6.9,13.2,0,1716,10969,8,-2.1,1.2
Solomon Hill,23,2013,95,124,57,146,41,27,48,69,12,2,61,126,95,40,20,468,35,79,91.8,33,21.9,77,5.7,13.8,0,1922,10060,9,-1.7,1.2
John Jenkins,23,2012,128,153,134,305,46,17,36,53,1,0,16,85,42,29,11,696,35,75,95.4,33.6,20.9,55,6.6,12.4,0,1924,2244,6,-4,2
Rodney Hood,23,2014,109,135,71,169,33,25,73,95,14,2,29,109,75,25,9,562,35,80,94.4,32.9,21.2,54,6.6,14.7,0,1869,11751,8,-1.8,1.1
Rondae Hollis-Jefferson,23,2015,145,205,6,29,51,33,41,78,40,3,77,183,59,44,32,427,38,79,97.2,28.7,20.1,59,5.6,19.9,0,1801,6873,6,-0.3,1.4
Aaron Holiday,23,2018,159,192,88,205,82,65,38,66,4,0,17,104,192,42,8,671,33,73,89.4,37.7,21.3,125,4.3,7.1,0,2217,8289,8,-1,1.3
OG Anunoby,23,2017,27,48,14,45,22,12,5,9,27,2,28,59,23,21,21,177,16,80,41.4,25.1,19.4,26,4.8,9.4,0,707,18688,9,0.9,1
David Roddy,23,2022,102,147,45,103,81,39,64,60,27,4,55,170,86,36,31,579,30,77,19.4,32.9,20.8,70,3.4,8.1,0,1627,2982,4,-3.7,1.8
Kris Murray,23,2023,86,118,66,197,109,57,25,46,17,5,80,150,58,30,34,586,29,80,35.8,34.8,22.4,43,6.7,8.3,0,1735,3671,3,-1.4,1.8
Asa Newell,23,2025,101,135,26,89,80,44,28,47,57,7,110,117,29,33,32,509,33,83,98,29,19.3,37,8.3,10.5,0,1641,489,1,1,2.7
Damion James,24,2010,155,230,36,94,81,40,64,110,29,1,107,243,33,57,40,611,34,79,96.8,30.3,22.3,69,6.8,14.6,0,1881,626,4,-1.3,2.6
Reggie Jackson,24,2011,109,137,71,169,74,51,49,67,25,0,35,111,152,36,18,618,34,75,82.4,34.1,20.8,81,5.6,6.5,0,1854,23782,14,-0.7,0.9
Jared Cunningham,24,2012,193,263,49,146,88,66,25,73,31,4,36,99,100,90,15,628,35,76,73,35.1,20.7,102,2.5,5.8,0,2170,624,4,-1.6,2.6
Shabazz Napier,24,2014,207,238,87,215,67,50,59,106,0,0,38,196,195,73,13,720,40,73,83.8,35.1,22.6,114,6.5,13,0,2288,6029,6,-1.4,1.4
Tim Hardaway Jr.,24,2013,73,105,68,190,43,20,62,113,20,2,8,159,90,25,17,527,37,78,68,34.9,20.9,69,8.4,16.9,0,2060,25291,13,-1.2,0.8
Tyus Jones,24,2015,144,162,47,124,51,36,37,76,0,0,19,118,217,59,3,461,39,73,98.6,33.9,18.7,76,8.2,20,0,2168,15738,11,-0.8,1
Tyler Lydon,24,2017,97,116,49,125,44,27,33,63,25,3,79,215,70,35,49,448,34,81,85.8,36.1,20.8,59,6,8.4,0,2075,89,2,-1,3.1
